Orion-Apotheke ;Berghofer Straße;155;44269;Dortmund;;
Hellweg Apotheke ;Brackeler Hellweg;155;44309;Dortmund;;
Eckeseyer Apotheke ;Eckeseyer Straße;155;58089;Hagen;;
5K Apotheke im Lidl Niederrad;Goldsteinstraße;155;60528;Frankfurt am Main;;
Ried + Apotheke Michelsberg ;Stuttgarter Straße;155;89075;Ulm;;
Bavaria Apotheke ;Schwabacher Straße;155;90763;Fürth;;
Löwen Apotheke ;Hauptstraße;155a;66589;Merchweiler;;
Bonifatius  Apotheke ;Im Fuhlenbrock;156;46242;Bottrop;;
Apotheke an der Bornheimer Straße ;Bornheimerstraße;156;53119;Bonn;;
Apotheke Am Dorfplatz ;Dorfstraße;156;24222;Klausdorf;;
Altländer Apotheke OHG  ;Nincoper Straße;156;21129;Hamburg;;
Werre Apotheke ;Herforderstraße;156;32120;Hiddenhausen;;
Kirschberg Apotheke Im Aerztehaus;Wilhelm-Leuschner-Straße;156;64347;Griesheim;;
Hauptpost Apotheke ;Kaiserstraße;156;76133;Karlsruhe;;
Apotheke Glösa ;Chemnitztalstraße;156;9114;Chemnitz;;
Victoria Apotheke ;Ackerstraße;157;40233;Düsseldorf;;
Malteser Apotheke ;Pontstraße;157;52062;Aachen;;
Weser Apotheke Schmidt/Jankovic Apotheken OHG ;Verdener-Straße;157;28832;Achim;;
Falken Apotheke ;Hauptstraße;157;33647;Bielefeld;;
Stadtpark Apotheke ;Bochumer Straße;157;99734;Nordhausen;;
Apotheke Ferndorf Harbaum-Neuhaus Apotheken oHG;Marburger Straße;157;57223;Kreuztal;;
Liebig-Apotheke ;Saalburgstraße;157;61350;Bad Homburg;;
Florian Apotheke ;Dachauer Straße;157;80636;München;;
Annen-Apotheke ;Barbara-Uthmann-Ring;157;9456;Annaberg-Buchholz;;
Frings Apotheke im Hit ;Kerpener Straße;157-163;50170;Kerpen;;
Burg Apotheke Essen-Borbeck ;Bocholder Straße;158;45355;Essen ;;
Hahnen Apotheke ;Rodenkirchener Straße;158;50997;Köln;;
Neue Osdorfer Apotheke ;Langelohstraße;158;22549;Hamburg;;
Adler Apotheke ;Wilhelmstraße;158;72074;Tübingen;;
Maximilian Apotheke ;Fürther Straße;158;90429;Nürnberg;;
Apotheke am Moritzplatz ;Oranienstraße;158;10969;Berlin;;
Fasanen - Apotheke Wilmersdorf;Uhlandstraße;158;10719;Berlin;;
Apotheke am Südring ;Aachener Straße;158-160;40223;Düsseldorf;;
Atoll Apotheke ;Hermannstraße;158a;12051;Berlin-Neukölln;;
Findorff Apotheke ;Admiralstraße;159;28215;Bremen;;
Sonnen Apotheke ;Hauptstraße;159;26639;Wiesmoor;;
AVIE St.Joseph Apotheke ;Lothringer Straße;159;46045;Oberhausen;;
Sonnen Apotheke ;Teutoburger Straße;159;46119;Oberhausen;;
Elefanten Apotheke ;Ostwall;159;47798;Krefeld;;
Liebfrauen Apotheke Merheim;Kieskaulerweg;159;51109;Köln;;
Zedern Apotheke ;Rheinweg;159;53129;Bonn;;
Apotheke  Wischhafen ;Stader Straße;159;21737;Wischhafen;;
Stern Apotheke ;Wanner Straße;159;45888;Gelsenkirchen;;
Apotheke Nieder ;Bundesstraße;159;59909;Bestwig;;
Apotheke am Wildenkuhlen ;Kölner Straße;159;58566;Kierspe;;
Germania Apotheke ;Pillenreuther Straße;159;90459;Nürnberg;;
Apotheke im Vital-Center ;Münchner Straße;159;85757;Karlsfeld;;
Apotheke am Leipziger Tor ;Franzstraße;159;6842;Dessau-Roßlau;;
Gievert Apotheke ;Poststraße;15a;26897;Esterwegen;;
Fidelio Apotheke ;Freischützstraße;15a;81927;München;;
Westend-Apotheke ;Heegermühler Straße;15a;16225;Eberswalde;;
von-Basedow-Apotheke ;Von-Harnack-Straße;15a;6217;Merseburg;;
Hattstedter Apotheke ;Bundesstraße;15b;25856;Hattstedt;;
Eichen Apotheke ;Bahnhofstraße;15b;19069;Lübstorf;;
Frauenland Apotheke ;Erthalstraße;15c;97074;Würzburg;;
Park Apotheke ;Bahnhofstraße;16;26180;Rastede;;
Apotheke Am Neumarkt OHG ;Grashoffstraße;16;27570;Bremerhaven;;
Löwen Apotheke ;Norder Straße;16;26826;Weener;;
Jade Apotheke Horumersiel;Goldstraße;16;26434;Wangerland;;
Rosen Apotheke ;Pfarrer-Bergmannshoff-Platz;16;48431;Rheine;;
Bögen Apotheke ;Konrad-Adenauer-Ring;16;49808;Lingen (Ems);;
Post Apotheke ;Bahnhofstraße;16;49661;Cloppenburg;;
Hirsch Apotheke ;Schloß Straße;16;49186;Bad Iburg;;
City-Apotheke ;Breslauer Straße;16;32339;Espelkamp;;
Regenbogen-Apotheke ;Tecklenburger Straße;16;49525;Lengerich;;
Adler Apotheke ;Burgstraße 14 -;16;46519;Alpen;;
Cuypers Apotheke am Kapuziner Tor ;Ostwall;16;47608;Geldern;;
Hirsch Apotheke ;Hohe Straße;16;46414;Rhede;;
St.Nikolaus  Apotheke Holtwick;Kirchplatz;16;48720;Rosendahl;;
farma-plus Apotheke Steele ;Kaiser-Otto-Platz;16;45276;Essen;;
easy Apotheke Windhorststraße;Windthorststraße;16;48143;Münster;;
Steintor Apotheke ;Steinstraße;16;45657;Recklinghausen;;
Rathaus Apotheke ;Steinstraße;16;48291;Telgte;;
Westfalen Apotheke ;Schalweg;16;45721;Haltern am See;;
Löwen Apotheke ;Westenfelder Straße;16;44866;Bochum;;
Kuchler Apotheke am Schwan Kuchler Apotheken OHG;Friedrich-Ebert-Straße;16;47179;Duisburg;;
Margarethen Apotheke Margarethenhöhe;Laubenweg;16;45149;Essen;;
Adler-Apotheke Kettwig;Wilhelmstraße;16;45219;Essen;;
Adler Apotheke ;Solinger Straße;16;40764;Langenfeld (Rheinland);;
Rathaus Apotheke Herr Florian Wehrenpfennig;Rathausallee;16;53757;Sankt Augustin;;
Hofgarten Apotheke Frau Andrea Forst-Raasch;Kaiserplatz;16;53113;Bonn;;
Veedels-Apotheke Bonn Beuel ;Johann-Link-Straße;16;53225;Bonn;;
Stern Apotheke ;Kölnstraße;16;50321;Brühl;;
Petrus  Apotheke ;Bonner Talweg;16;53113;Bonn;;
Apotheke im Medizinischen Zentrum Bonn;Friedensplatz;16;53111;Bonn;;
Marien Apotheke ;Hauptstraße;16;50126;Bergheim;;
Donatus Apotheke Brand;Freunder Landstraße;16;52078;Aachen;;
Apotheke am Steffensplatz  -Acnos Apotheke OHG- ;Adalbertsteinweg;16;52070;Aachen;;
Linda Apotheke ;Bahnhofstraße;16;53925;Kall;;
Adler Apotheke ;Marktplatz;16;41516;Grevenbroich;;
Erft Apotheke ;Kölner Straße;16;41515;Grevenbroich;;
Iris Apotheke ;Sperberstraße;16;41239;Mönchengladbach;;
Rur Apotheke ;Kleine Kölnstraße;16;52428;Jülich;;
Nicolai Apotheke Ochsenkopf;Langebrückstraße;16;24340;Eckernförde;;
Kgl.Priv.u.Kur-Apotheke ;Bahnhofstraße;16;24217;Schönberg (Holstein);;
Park-Apotheke ;Erichsenweg;16;25813;Husum;;
Ohlstedter  Apotheke ;Alte Dorfstraße;16;22397;Hamburg;;
Pegasus Apotheke ;Sandstraße;16;23552;Lübeck;;
Adler Apotheke ;Hagener Allee;16;22926;Ahrensburg;;
Doppeleiche Apotheke OHG ;Waitzstraße;16;22607;Hamburg;;
Eimsbütteler Apotheke ;Osterstraße;16;20259;Hamburg;;
Fritz Reuter Apotheke ;Mozartstraße;16;22083;Hamburg;;
Apotheke Mitten im Leben ;Am Saal;16;21217;Seevetal;;
Apotheke im Plaza ;Norderstraße;16;21502;Geesthacht;;
Mühlen-Apotheke ;Bahnhofstraße;16;21709;Himmelpforten;;
Schlossmühlen-Apotheke ;Schloßmühlendamm;16;21073;Hamburg;;
Apotheke Im Medical-Center ;Alte Holstenstraße;16;21031;Hamburg;;
Galerie Apotheke OHG  ;Breite Straße;16;21244;Buchholz;;
Alte Rats Apotheke ;Lange Straße;16;29664;Walsrode;;
Hemelinger Apotheke ;Hemelinger Bahnhofstraße;16;28309;Bremen;;
Apotheke am Bahnhof ;Bahnhofstraße;16;29549;Bad Bevensen;;
Apotheke Am Markt ;Am Markt;16;21368;Dahlenburg;;
Helms Apotheke am Sande Am Sande;Am Sande;16;21335;Lüneburg;;
Burg Apotheke ;Mühlenstraße;16;27254;Siedenburg;;
Europa Apotheke ;Georgstraße;16;30159;Hannover;;
B33 Apotheke Wesermühle;Mühlenstraße;16;31737;Rinteln;;
B 65 Apotheke;Hannoversche Straße;16;31688;Nienstädt;;
Medicum Apotheke ;Röntgenstraße;16;32756;Detmold;;
Löwen Apotheke Buer;Kirchplatz;16;49328;Melle;;
Apotheke Im Grossen Freien ;Peiner Straße;16;31319;Sehnde;;
Bären Apotheke ;Reislinger Straße;16;38446;Wolfsburg;;
Löwen Apotheke ;Herzog-Wilhelm-Straße;16;38667;Bad Harzburg;;
Weser  Apotheke ;Marktstraße;16;37194;Wahlsburg;;
Schlickeiser Apotheke ;Hoher Weg;16;31134;Hildesheim;;
Schloss Apotheke ;Hauptstraße;16;37412;Herzberg am Harz;;
Adler Apotheke ;Schulstraße;16;38678;Clausthal-Zellerfeld;;
Einhorn Apotheke im Herkules ;Marktplatz;16;34225;Baunatal;;
Akazien Apotheke Elke Tschentscher-Rummel;Bahnhofstraße;16;34454;Bad Arolsen;;
Linden-Apotheke ;Sondershäuser Straße;16;99735;Wolkramshausen;;
Kuckelke-Apotheke ;Kuckelke;16;44135;Dortmund;;
Apotheke am Westfalenhaus ;Hansastraße 14 -;16;44137;Dortmund;;
Bären Apotheke ;Pferdebachstraße;16;58455;Witten;;
Apotheke am Steinhaus ;Moormannplatz;16;59368;Werne;;
Löwen Apotheke ;Weststraße;16;57392;Schmallenberg;;
Sälzer Apotheke ;Bahnhofstraße;16;59505;Bad Sassendorf;;
Apotheke Am Kämertor ;Adenauerstraße;16;59174;Kamen;;
Burg Apotheke ;Kirchstraße;16;58762;Altena;;
Westtor-Apotheke ;Kleiner Hellweg;16;59590;Geseke;;
Sonnen Apotheke ;Ascheweg;16;42369;Wuppertal;;
Gertruden Apotheke ;Bahnhofstraße;16;57548;Kirchen (Sieg);;
Pinguin Apotheke Barmen;Werth;16;42275;Wuppertal;;
Deuzer-Apotheke ;Kälberhof;16;57250;Netphen;;
Wald Apotheke ;Hochstraße;16;51545;Waldbröl;;
Aesculap Apotheke ;Bahnhofstraße;16;51597;Morsbach;;
Apotheke am Kölner Tor ;Kölner Straße;16;57439;Attendorn;;
St.Maximin-Apotheke ;Trierer Straße;16;54634;Bitburg;;
Adler-Apotheke ;Koblenzer Straße;16;56859;Alf;;
Neue Apotheke ;Hauptstraße;16;55487;Sohren;;
Allerburg-Apotheke ;Allerburg;16;66640;Namborn;;
Cäcilien Apotheke ;Mauergasse;16;65183;Wiesbaden;;
Gesund Leben Moritz Apotheke  ;Moritzstraße;16;65185;Wiesbaden;;
Trajan Apotheke ;Trajanstraße;16;55131;Mainz;;
Ursula  Apotheke ;Hauptstraße;16;61389;Schmitten;;
Andreas Apotheke ;Bleichstraße;16;65185;Wiesbaden;;
Ginkgo Apotheke  Frau Marzieh Majari;Haendelstraße;16;63694;Limeshain;;
Apotheke am Park ;Parkstraße;16;61231;Bad Nauheim;;
Schiller-Apotheke ;Mozartstraße;16;63477;Maintal;;
Hof Apotheke ;Kaiserstraße;16;35410;Hungen;;
Columbus Apotheke ;Vorstadt;16;61440;Oberursel (Taunus);;
Rats-Apotheke ;Rathausplatz;16;65760;Eschborn;;
Goldstein-Apotheke ;An der Schwarzbachmühle;16;60529;Frankfurt am Main;;
Hof Apotheke ;Friedrich-Ebert-Straße;16;61476;Kronberg im Taunus;;
Flotow-Apotheke im REWE Center ;Leydheckerstraße;16;64293;Darmstadt;;
Forsthaus Apotheke ;Dreiherrnsteinplatz;16;63263;Neu-Isenburg;;
Triangulum - Apotheke  ;Hailerer Straße;16;63571;Gelnhausen;;
Apotheke am Campus  ;Von-Guttenberg-Straße;16;97616;Bad Neustadt an der Saale ;;
Stern Apotheke ;Jahnstraße;16;63814;Mainaschaff;;
Elsava Apotheke ;Erlenbacherstraße;16;63820;Elsenfeld;;
Schwanen Apotheke ;Hauptstraße;16;67269;Grünstadt;;
St.Lukas Apotheke Frau Anne-Sophie van den Berg;Fechinger Straße;16;66271;Kleinblittersdorf;;
Rebstock-Apotheke ;In den Rohrwiesen;16;55296;Harxheim;;
Brücken Apotheke Wiebelskirchen;Wibilostraße;16;66540;Neunkirchen;;
Hohenburg-Apotheke ;Kaiserstraße;16;66424;Homburg;;
Brunnen-Apotheke ;Mannheimer Straße;16;67098;Bad Dürkheim;;
Löwen Apotheke ;Odilienplatz;16;66763;Dillingen;;
Kurpfalz-Apotheke ;Weinbietstraße;16;67125;Dannstadt-Schauernheim;;
Landmann Apotheke ;Reichsstraße;16;66111;Saarbrücken;;
Ludwig Apotheke ;Ludwigstraße;16;76726;Germersheim;;
Schloss Apotheke ;Schloß-Straße;16;68549;Ilvesheim;;
Neckar Apotheke ;Mittelstraße;16;68169;Mannheim;;
Schwanen Apotheke ;Hauptstraße;16;67366;Weingarten (Pfalz);;
Burg Apotheke ;Heilbronner Straße;16;74199;Untergruppenbach;;
Bahnhof Apotheke ;Friedrichstraße;16;74889;Sinsheim;;
Easy Apotheke ;Im Biegel;16;71522;Backnang;;
Boxberg Apotheke ;Boxbergring;16;69126;Heidelberg;;
Bahnhof Apotheke ;Weinstraße;16;74354;Besigheim;;
Stadt Apotheke am Bild ;Hochstadtstraße;16;74722;Buchen (Odenwald);;
Minneburg Apotheke ;Hauptstraße;16;69437;Neckargerach;;
Bahnhof Apothek Kornwestheim ;Bahnhofsplatz;16;70806;Kornwestheim;;
Stadt Apotheke ;Marktstraße;16;71254;Ditzingen;;
Aichwald Apotheke ;Seestraße;16;73773;Aichwald;;
Hirsch Apotheke ;Marktstraße;16;73033;Göppingen;;
Hauff Apotheke ;Wilhelmstraße;16;72805;Lichtenstein;;
Seebach Apotheke ;Hohenstaufen Straße;16;73312;Geislingen an der Steige;;
Bären Apotheke ;Bauschstraße;16;73079;Süßen;;
Jupiter Apotheke ;Kirchstraße;16;72475;Bitz;;
Hofbühl Apotheke ;Metzinger Straße;16;72555;Metzingen;;
Helfenstein Apotheke ;Eybstraße;16;73312;Geislingen an der Steige;;
Kronen Apotheke ;Marktstraße;16;89335;Ichenhausen;;
Land Apotheke Horgenzell ;Kornstraße;16;88263;Horgenzell;;
Linden-Apotheke G + S Apotheken;Loherstraße;16;89081;Ulm;;
Sieben Schwaben Apotheke ;Mittelstr;16;88471;Laupheim;;
Rosgarten Apotheke OHG ;Rosgartenstraße;16;78462;Konstanz;;
Apotheke im Laufenpark ;Laufenpark;16;79725;Laufenburg (Baden);;
Hebel Apotheke Stübler  ;Hebelstraße;16;79688;Hausen im Wiesental;;
Kuony Apotheke ;Goethestraße;16;78333;Stockach;;
St.Johann Apotheke ;St.Johann-Straße;16;88662;Überlingen;;
Apotheke Im Haslach Villingen;Breslauerstraße;16;78052;Villingen-Schwenningen;;
Schwarzwald Apotheke ;Schützenstraße;16;79713;Bad Säckingen;;
Petershauser Apotheke ;Zähringerplatz;16;78464;Konstanz;;
Schwarzwald Apotheke ;Gartenstraße;16;77723;Gengenbach;;
Sibylla-Apotheke ;Badener-Tor-Straße;16;76275;Ettlingen;;
Konrads Apotheke ;Emmendinger Straße;16;79106;Freiburg im Breisgau;;
Münster Apotheke ;Kupfertorstraße;16;79206;Breisach am Rhein;;
St.Blasius Apotheke ;Hauptstraße;16;79369;Wyhl am Kaiserstuhl;;
Storchen Apotheke ;Am Storchennest;16;77694;Kehl-Sundheim;;
Malteser Apotheke ;Im Stühlinger;16;79423;Heitersheim;;
Mithras Apotheke ;Hauptstraße;16;79359;Riegel;;
Schloss Apotheke ;Schloßplatz;16;77933;Lahr;;
Rieselfeld-Apotheke ;Rieselfeldallee;16;79111;Freiburg im Breisgau;;
Apotheke Am Markt Frau Katja Treiber ;Vaihinger Markt;16;70563;Stuttgart;;
Kur Apotheke ;Hauptstraße;16;79199;Kirchzarten;;
Jahn-Apotheke ;Ludwig-Jahn-Straße;16;72250;Freudenstadt;;
City Apotheke ;Grabenstraße;16;89522;Heidenheim an der Brenz;;
Kochertal Apotheke ;Heidenheimer Straße;16;73447;Oberkochen;;
Marien Apotheke ;Adolf-Kolping-Straße;16;74731;Walldürn;;
Steigerwald Apotheke ;Schlüsselfelder Straße;16;96160;Geiselwind;;
West Apotheke ;Berliner Straße;16;91438;Bad Windsheim;;
Apotheke am Kirchplatz ;Kirchplatz;16;73642;Welzheim;;
Ronhof Apotheke Anna Klein & Paul Schmitz OHG;Ronhofer Weg;16;90765;Fürth;;
Apotheke Auf der Wart ;Bahnhofstraße;16;92224;Amberg;;
St.Nikolaus Apotheke ;Neue Amberger Straße;16;92521;Schwarzenfeld;;
König's-Apotheke ;Löwenberger Straße;16;90475;Nürnberg;;
Engel Apotheke ;Karlsstraße;16;95213;Münchberg;;
Linden Apotheke ;Vorstadt;16;92431;Neunburg vorm Wald;;
Markt-Apotheke ;Kirchenstraße;16;95703;Plößberg;;
St.Michael Apotheke ;Friedrich-Ebert-Straße;16;92224;Amberg;;
Stadt Apotheke ;Unterer Markt;16;91217;Hersbruck;;
Rosen-Apotheke OHG ;Bahnhofstraße;16;92648;Vohenstrauß;;
easyApotheke Wörth ;Landshuter Straße;16;84109;Wörth;;
Bernstein Apotheke ;Bernsteinstraße;16;93152;Nittendorf;;
Prima Vital Apotheke am Marienplatz OHG  ;Marienplatz;16;84130;Dingolfing;;
Neue Apotheke ;Fischerei;16;84130;Dingolfing;;
Prima Vital Laber Apotheke OHG ;Laberstraße;16;84066;Mallersdorf-Pfaffenberg;;
Stadt Apotheke ;Donaustraße;16;93309;Kelheim;;
St.Konrad Apotheke ;Hauptstraße;16;94086;Bad Griesbach i. Rottal;;
St.Florian Apotheke ;Straubinger Straße;16;94339;Leiblfing;;
Markt Apotheke ;Bayerwaldstraße;16;94374;Schwarzach;;
Markt Apotheke ;Marktplatz;16;94431;Pilsting;;
Stadt Apotheke ;Innstraße;16;84359;Simbach a. Inn;;
Agnes-Bernauer Apotheke ;Bahnhofstraße;16;94315;Straubing;;
Kaiser-Apotheke Kaiser-Apotheke Böhm OHG;Kufsteiner Straße;16;83088;Kiefersfelden;;
Sonnen Apotheke ;Bahnhofstraße;16;83624;Otterfing;;
Wendelstein  Apotheke ;Rosenheimer Straße;16;83059;Kolbermoor;;
Kloster Apotheke ;Bahnhofstraße;16;83543;Rott a. Inn;;
Optymed-Apotheke ;Carl-Jordan-Straße;16;83059;Kolbermoor;;
Kur Apotheke ;Bahnhofstraße;16;83661;Lenggries;;
Mariahilf Apotheke ;Ohlmüllerstraße;16;81541;München;;
Gärtnerplatz Apotheke  ;Corneliusstraße;16;80469;München;;
Apotheke Im Franziskanerhof ;Franziskanerstraße;16;81669;München;;
Hans-Mielich Apotheke ;Konradinstraße;16;81543;München;;
St.Martins Apotheke ;Am Kurpark;16;82467;Garmisch-Partenkirchen;;
Engadin Apotheke ;Neurieder Straße;16;81475;München;;
Beilharz-Apotheke im Ärztehaus Isny ;Wassertorstraße;16;88316;Isny im Allgäu;;
Stern Apotheke ;Otto-Wagner-Straße;16;82110;Germering;;
Hof-u. Residenz Apotheke ;Poststraße;16;87439;Kempten (Allgäu);;
Wertach Apotheke ;Maximilian-Philipp-Straße;16;86842;Türkheim;;
Schloss Apotheke ;Eberle Köglstraße;16;87616;Marktoberdorf;;
Magnus Apotheke ;Lindauer Straße;16;87474;Buchenberg;;
Schloss Apotheke ;Centrum;16;92353;Postbauer-Heng;;
Frosch Apotheke an der Kreisklinik  Geschw. Popp & Goldmann OHG;Weinbergweg;16;91154;Roth;;
Elisen Apotheke ;Ingolstädter Straße;16;86633;Neuburg;;
Dom Apotheke ;Domplatz;16;85072;Eichstätt;;
Theresien-Apotheke ;Theresienstraße;16;85049;Ingolstadt;;
Harder Apotheke ;Harderstraße;16;85049;Ingolstadt;;
Grottenau Apotheke ;Fuggerstraße;16;86150;Augsburg;;
Apotheke im Kaufland Königsbrunn;Germanenstraße;16;86343;Königsbrunn;;
Paulus-Apotheke  ;Hauptstraße;16;85253;Erdweg;;
Zwölf-Apostel Apotheke Hochzoll-Süd;Zwölf-Apostel-Platz;16;86163;Augsburg;;
Fritz-Reuter-Apotheke ;Markt;16;17153;Stavenhagen;;
Kranich Apotheke OT Heiddorf;Eldeaue;16;19294;Neu Kaliß;;
Vita Apotheke ;Alte Stralsunder Straße;16;18528;Bergen auf Rügen;;
Storchen-Apotheke ;Am Mattenstieg;16;19406;Dabel;;
Wisent-Apotheke Boitzenburg;August-Bebel-Straße;16;17268;Boitzenburger Land;;
Apotheke am Molenfeuer ;Lortzingstraße;16;18119;Rostock;;
Wilhelmsruher-Apotheke ;Hauptstraße;16;13158;Berlin;;
Kastanien-Apotheke ;Ernst-Thälmann-Straße;16;15370;Fredersdorf;;
Gartenstadt-Apotheke ;Ernst-Thälmann-Straße;16;15366;Neuenhagen;;
Apotheke Zum Weissen Schwan ;Springeberger Weg;16;12589;Berlin;;
Libertas-Apotheke ;Karl-Marx-Straße;16;12043;Berlin;;
Carat Apotheke ;Teucheler Weg;16;6886;Lutherstadt Wittenberg;;
Park-Apotheke ;Bahnhofstraße;16;14959;Trebbin;;
Meraner - Apotheke ;Meraner Straße;16;10825;Berlin;;
Sonnen-Apotheke ;Magdeburger Straße;16;6862;Dessau-Roßlau;;
Apotheke am Markt ;Marktstraße;16;1609;Gröditz;;
Aesculap Apotheke ;Chemnitzer Straße;16;1587;Riesa;;
Schloß-Apotheke ;Brüxer Straße;16;9544;Neuhausen /Erzgeb.;;
Central-Apotheke ;Grimmaische Straße;16;4109;Leipzig;;
McMedi Apotheke Schkeuditz ;Rathausplatz;16;4435;Schkeuditz;;
Apotheke Am Markt ;Markt;16;4654;Frohburg;;
Neue Apotheke ;Chemnitzer Straße;16;9212;Limbach-Oberfrohna;;
Löwen-Apotheke ;Markt;16;9496;Marienberg;;
Linden Apotheke ;Beethovenstraße;16;9405;Zschopau;;
Markt-Apotheke ;Lange Straße;16;9405;Zschopau;;
Apotheke Borsdorf ;Bahnhofstraße;16;4451;Borsdorf;;
Galenus-Apotheke ;Zschochersche Straße;16;4229;Leipzig;;
Löwen-Apotheke ;Markt;16;9669;Frankenberg /Sa.;;
Rosenhof-Apotheke ;Rosenhof;16;9111;Chemnitz;;
Thomas-Apotheke ;Käthe-Kollwitz-Straße;16;4109;Leipzig;;
ARKADEN APOTHEKE ;Breitestraße;16;4539;Groitzsch;;
Linden Apotheke  ;Lutherstraße;16;4758;Oschatz ;;
Rosen-Apotheke ;Oststraße;16;7768;Kahla;;
Schloss-Apotheke ;Amtsstraße;16;98694;Ilmenau;;
Neue Apotheke ;Lindenstraße;16;98693;Ilmenau;;
Apotheke Lusan ;Saalfelder Straße;16;7549;Gera;;
Mühltal-Apotheke ;Walter-Rathenau-Straße;16;7607;Eisenberg;;
Center Apotheke ;Querfurter Straße;16;6217;Merseburg;;
Fallstein Apotheke ;Bahnhofstraße;16;38835;Osterwieck;;
Humanitas Apotheke ;Am Gastronom;16;6124;Halle (Saale);;
Die Rats Apotheke ;In der Alten Kaserne;16;39288;Burg;;
Stadt-Apotheke ;Lützener Platz;16;6231;Bad Dürrenberg;;
Markt-Apotheke ;Allstedter Straße;16;6295;Osterhausen;;
Apotheke am Saigertor ;Markt;16;6333;Hettstedt;;
Ludwigs - Apotheke Alt-Moabit;Essener Straße;16;10555;Berlin;;
Sankt-Hubertus-Apotheke ;Schönfliesser Straße;16;16540;Hohen Neuendorf;;
Apotheke im Bahnhof ;Babelsberger Straße;16;14473;Potsdam;;
Cäcilien Apotheke ;Holtzendorffstraße;16;14057;Berlin;;
Stadt-Apotheke  Staaken ;Fachinger Straße;16;13591;Berlin;;
Sonnen Apotheke ;Dammstraße;16;14798;Havelsee;;
Die Apotheke am Bahnhof Spandau Spandau;Seegefelder Straße;16;13597;Berlin;;
Römer Apotheke OHG Neuhoff & Krug ;Römerstraße;16-18;47495;Rheinberg;;
Hohenstaufen-Apotheke ;Hohenstaufenring;16-18;50674;Köln;;
Berkel Apotheke im Multimarkt ;Werkstraße;16-18;31789;Hameln;;
Sonnen Apotheke ;Hahlweg;16-18;36093;Künzell;;
Storchen Apotheke ;Oberstraße;16-18;67065;Ludwigshafen am Rhein;;
Pluspunkt Apotheke am Erbischen Tor ;Erbische Straße;16-18;9599;Freiberg;;
Apotheke am Wall ;Wallstraße;16-20;48683;Ahaus;;
Augustiner Apotheke ;Martinstraße;16-20;50667;Köln;;
Hanseatic Apotheke ;Frohmestraße;16-20;22457;Hamburg;;
Lübbers Apotheke im MediCo ;Segeberger Straße;16-22;23617;Stockelsdorf;;
Schloß Apotheke Vaisana ;Andrästraße;16/1;71665;Vaihingen an der Enz;;
Wisbyer - Apotheke Im Ärztehaus;Wisbyer Straße;16/17;10439;Berlin;;
Schwanen Apotheke am Markt am Markt;Osterstraße;160;26506;Norden;;
Elisana Apotheke Stadtsfeld ;Händelstraße;160;46282;Dorsten;;
Einhorn Apotheke ;Bensberger Straße;160;51469;Bergisch Gladbach;;
Mauritius Apotheke ;Hubert-Prott-Straße;160;50226;Frechen;;
Apotheke im WEZ ;Bornstraße;160;44145;Dortmund;;
Elefanten Apotheke ;Dortmunder Straße;160;44577;Castrop-Rauxel;;
Apotheke im Ratio ;Zurmaiener Straße;160;54292;Trier;;
Winthir Apotheke Am Rotkreuzplatz;Nymphenburger Straße;160;80634;München;;
Achat Apotheke  Dr.Silke Schneider ;Brunnenstraße;160;10115;Berlin ;;
neue Apotheke Rheinau ;Rheinauer Ring;160/3;76437;Rastatt;;
Konstantin  Apotheke ;Konstantinstraße;161;41238;Mönchengladbach;;
Thune Apotheke ;Bielefelder Straße;161;33104;Paderborn;;
Die Park Apotheke ;Alte Bahnhofstraße;161;44892;Bochum;;
Sophien - Apotheke Mitte;Invalidenstraße;161;10115;Berlin;;
Paracelsus-Apotheke Herr Dr. Tobias Liebold e.K.;Carl-von-Ossietzky-Str;161;9127;Chemnitz;;
Vital Apotheke ;Falkenrotter Straße;161-163;49377;Vechta;;
Süd Apotheke ;Ewaldstraße;162;45699;Herten;;
Förde-Apotheke ;Mürwiker Straße;162;24944;Flensburg;;
Gartenstadt Apotheke ;Lesserstraße;162;22049;Hamburg;;
Elefanten Apotheke ;Hauptstraße;162;51465;Bergisch Gladbach;;
Röntgen Apotheke ;Langendorfer Straße;162;56564;Neuwied;;
Ost Apotheke ;Osterholzer Heerstraße;162a;28325;Bremen;;
Steinbock-Apotheke ;Distelbeckhof;163;45327;Essen;;
Altstadt Apotheke ;Wilhelmstraße;163;42489;Wülfrath;;
Engel Apotheke ;Cuxhavener Straße;163;21614;Buxtehude;;
Arminius Apotheke ;Detmolder Straße;163;33175;Bad Lippspringe;;
Schulzes Lohbach-Apotheke ;Benninghofer Straße;163;44269;Dortmund;;
easy Apotheke Siegen ;Sandstraße;163;57072;Siegen;;
Park Apotheke ;Haupt Straße;163;79576;Weil am Rhein;;
St.Sebastian Apotheke ;Schleißheimer Straße;163;80797;München;;
DA VINCI Apotheke am Leipziger Platz ;Leipziger Straße;164;34123;Kassel;;
Fuchs Apotheke ;Kaiserstraße;164;42477;Radevormwald;;
Bihlplatz Apotheke ;Böblinger Straße;164;70199;Stuttgart;;
Rosen Apotheke ;Prenzlauer Chaussee;164;16348;Wandlitz;;
Wuhletal-Apotheke ;Cecilienstraße;164;12683;Berlin;;
Medici Apotheke ;Lützner Straße;164;4179;Leipzig;;
Damian Apotheke ;Volkhovener Weg;164-166;50767;Köln;;
