Apotheke Am Markt ;Markt 16;Markt16;1;Markt♥16;6;Markt;16;04654;Frohburg;;
Neue Apotheke ;Chemnitzer Straße 16;ChemnitzerStraße16;2;Chemnitzer Straße♥16;18;Chemnitzer Straße;16;09212;Limbach-Oberfrohna;;
Löwen-Apotheke ;Markt 16;Markt16;1;Markt♥16;6;Markt;16;09496;Marienberg;;
Linden Apotheke ;Beethovenstraße 16;Beethovenstraße16;1;Beethovenstraße♥16;16;Beethovenstraße;16;09405;Zschopau;;
Markt-Apotheke ;Lange Straße 16;LangeStraße16;2;Lange Straße♥16;13;Lange Straße;16;09405;Zschopau;;
Apotheke Borsdorf ;Bahnhofstraße 16;Bahnhofstraße16;1;Bahnhofstraße♥16;14;Bahnhofstraße;16;04451;Borsdorf;;
Galenus-Apotheke ;Zschochersche Straße 16;ZschocherscheStraße16;2;Zschochersche Straße♥16;21;Zschochersche Straße;16;04229;Leipzig;;
Löwen-Apotheke ;Markt 16;Markt16;1;Markt♥16;6;Markt;16;09669;Frankenberg /Sa.;;
Rosenhof-Apotheke ;Rosenhof 16;Rosenhof16;1;Rosenhof♥16;9;Rosenhof;16;09111;Chemnitz;;
Thomas-Apotheke ;Käthe-Kollwitz-Straße 16;Käthe-Kollwitz-Straße16;1;Käthe-Kollwitz-Straße♥16;22;Käthe-Kollwitz-Straße;16;04109;Leipzig;;
ARKADEN APOTHEKE ;Breitestraße 16;Breitestraße16;1;Breitestraße♥16;13;Breitestraße;16;04539;Groitzsch;;
Linden Apotheke  ;Lutherstraße 16;Lutherstraße16;1;Lutherstraße♥16;13;Lutherstraße;16;04758;Oschatz ;;
Rosen-Apotheke ;Oststraße 16;Oststraße16;1;Oststraße♥16;10;Oststraße;16;07768;Kahla;;
Schloss-Apotheke ;Amtsstraße 16;Amtsstraße16;1;Amtsstraße♥16;11;Amtsstraße;16;98694;Ilmenau;;
Neue Apotheke ;Lindenstraße 16;Lindenstraße16;1;Lindenstraße♥16;13;Lindenstraße;16;98693;Ilmenau;;
Apotheke Lusan ;Saalfelder Straße 16;SaalfelderStraße16;2;Saalfelder Straße♥16;18;Saalfelder Straße;16;07549;Gera;;
Mühltal-Apotheke ;Walter-Rathenau-Straße 16;Walter-Rathenau-Straße16;1;Walter-Rathenau-Straße♥16;23;Walter-Rathenau-Straße;16;07607;Eisenberg;;
Center Apotheke ;Querfurter Straße 16;QuerfurterStraße16;2;Querfurter Straße♥16;18;Querfurter Straße;16;06217;Merseburg;;
Fallstein Apotheke ;Bahnhofstraße 16;Bahnhofstraße16;1;Bahnhofstraße♥16;14;Bahnhofstraße;16;38835;Osterwieck;;
Humanitas Apotheke ;Am Gastronom 16;AmGastronom16;2;Am Gastronom♥16;13;Am Gastronom;16;06124;Halle (Saale);;
Die Rats Apotheke ;In der Alten Kaserne 16;InderAltenKaserne16;4;In der Alten Kaserne♥16;21;In der Alten Kaserne;16;39288;Burg;;
Stadt-Apotheke ;Lützener Platz 16;LützenerPlatz16;2;Lützener Platz♥16;15;Lützener Platz;16;06231;Bad Dürrenberg;;
Markt-Apotheke ;Allstedter Straße 16;AllstedterStraße16;2;Allstedter Straße♥16;18;Allstedter Straße;16;06295;Osterhausen;;
Apotheke am Saigertor ;Markt 16;Markt16;1;Markt♥16;6;Markt;16;06333;Hettstedt;;
Ludwigs - Apotheke Alt-Moabit;Essener Straße 16;EssenerStraße16;2;Essener Straße♥16;15;Essener Straße;16;10555;Berlin;;
Sankt-Hubertus-Apotheke ;Schönfliesser Straße 16;SchönfliesserStraße16;2;Schönfliesser Straße♥16;21;Schönfliesser Straße;16;16540;Hohen Neuendorf;;
Apotheke im Bahnhof ;Babelsberger Straße 16;BabelsbergerStraße16;2;Babelsberger Straße♥16;20;Babelsberger Straße;16;14473;Potsdam;;
Cäcilien Apotheke ;Holtzendorffstraße 16;Holtzendorffstraße16;1;Holtzendorffstraße♥16;19;Holtzendorffstraße;16;14057;Berlin;;
Stadt-Apotheke  Staaken ;Fachinger Straße 16;FachingerStraße16;2;Fachinger Straße♥16;17;Fachinger Straße;16;13591;Berlin;;
Sonnen Apotheke ;Dammstraße 16;Dammstraße16;1;Dammstraße♥16;11;Dammstraße;16;14798;Havelsee;;
Die Apotheke am Bahnhof Spandau Spandau;Seegefelder Straße 16;SeegefelderStraße16;2;Seegefelder Straße♥16;19;Seegefelder Straße;16;13597;Berlin;;
Römer Apotheke OHG Neuhoff & Krug ;Römerstraße 16-18;Römerstraße16-18;1;Römerstraße♥16-18;12;Römerstraße;16-18;47495;Rheinberg;;
Hohenstaufen-Apotheke ;Hohenstaufenring 16-18;Hohenstaufenring16-18;1;Hohenstaufenring♥16-18;17;Hohenstaufenring;16-18;50674;Köln;;
Berkel Apotheke im Multimarkt ;Werkstraße 16-18;Werkstraße16-18;1;Werkstraße♥16-18;11;Werkstraße;16-18;31789;Hameln;;
Sonnen Apotheke ;Hahlweg 16-18;Hahlweg16-18;1;Hahlweg♥16-18;8;Hahlweg;16-18;36093;Künzell;;
Storchen Apotheke ;Oberstraße 16-18;Oberstraße16-18;1;Oberstraße♥16-18;11;Oberstraße;16-18;67065;Ludwigshafen am Rhein;;
Pluspunkt Apotheke am Erbischen Tor ;Erbische Straße 16-18;ErbischeStraße16-18;2;Erbische Straße♥16-18;16;Erbische Straße;16-18;09599;Freiberg;;
Apotheke am Wall ;Wallstraße 16-20;Wallstraße16-20;1;Wallstraße♥16-20;11;Wallstraße;16-20;48683;Ahaus;;
Augustiner Apotheke ;Martinstraße 16-20;Martinstraße16-20;1;Martinstraße♥16-20;13;Martinstraße;16-20;50667;Köln;;
Hanseatic Apotheke ;Frohmestraße 16-20;Frohmestraße16-20;1;Frohmestraße♥16-20;13;Frohmestraße;16-20;22457;Hamburg;;
Lübbers Apotheke im MediCo ;Segeberger Straße 16-22;SegebergerStraße16-22;2;Segeberger Straße♥16-22;18;Segeberger Straße;16-22;23617;Stockelsdorf;;
Schloß Apotheke Vaisana ;Andrästraße 16/1;Andrästraße16/1;1;Andrästraße♥16/1;12;Andrästraße;16/1;71665;Vaihingen an der Enz;;
Wisbyer - Apotheke Im Ärztehaus;Wisbyer Straße 16/17;WisbyerStraße16/17;2;Wisbyer Straße♥16/17;15;Wisbyer Straße;16/17;10439;Berlin;;
Schwanen Apotheke am Markt am Markt;Osterstraße 160;Osterstraße160;1;Osterstraße♥160;12;Osterstraße;160;26506;Norden;;
Elisana Apotheke Stadtsfeld ;Händelstraße 160;Händelstraße160;1;Händelstraße♥160;13;Händelstraße;160;46282;Dorsten;;
Einhorn Apotheke ;Bensberger Straße 160;BensbergerStraße160;2;Bensberger Straße♥160;18;Bensberger Straße;160;51469;Bergisch Gladbach;;
Mauritius Apotheke ;Hubert-Prott-Straße 160;Hubert-Prott-Straße160;1;Hubert-Prott-Straße♥160;20;Hubert-Prott-Straße;160;50226;Frechen;;
Apotheke im WEZ ;Bornstraße 160;Bornstraße160;1;Bornstraße♥160;11;Bornstraße;160;44145;Dortmund;;
Elefanten Apotheke ;Dortmunder Straße 160;DortmunderStraße160;2;Dortmunder Straße♥160;18;Dortmunder Straße;160;44577;Castrop-Rauxel;;
Apotheke im Ratio ;Zurmaiener Straße 160;ZurmaienerStraße160;2;Zurmaiener Straße♥160;18;Zurmaiener Straße;160;54292;Trier;;
Winthir Apotheke Am Rotkreuzplatz;Nymphenburger Straße 160;NymphenburgerStraße160;2;Nymphenburger Straße♥160;21;Nymphenburger Straße;160;80634;München;;
Achat Apotheke  Dr.Silke Schneider ;Brunnenstraße 160;Brunnenstraße160;1;Brunnenstraße♥160;14;Brunnenstraße;160;10115;Berlin ;;
neue Apotheke Rheinau ;Rheinauer Ring 160/3;RheinauerRing160/3;2;Rheinauer Ring♥160/3;15;Rheinauer Ring;160/3;76437;Rastatt;;
Konstantin  Apotheke ;Konstantinstraße 161;Konstantinstraße161;1;Konstantinstraße♥161;17;Konstantinstraße;161;41238;Mönchengladbach;;
Thune Apotheke ;Bielefelder Straße 161;BielefelderStraße161;2;Bielefelder Straße♥161;19;Bielefelder Straße;161;33104;Paderborn;;
Die Park Apotheke ;Alte Bahnhofstraße 161;AlteBahnhofstraße161;2;Alte Bahnhofstraße♥161;19;Alte Bahnhofstraße;161;44892;Bochum;;
Sophien - Apotheke Mitte;Invalidenstraße 161;Invalidenstraße161;1;Invalidenstraße♥161;16;Invalidenstraße;161;10115;Berlin;;
Paracelsus-Apotheke Herr Dr. Tobias Liebold e.K.;Carl-von-Ossietzky-Str 161;Carl-von-Ossietzky-Str161;1;Carl-von-Ossietzky-Str♥161;23;Carl-von-Ossietzky-Str;161;09127;Chemnitz;;
Vital Apotheke ;Falkenrotter Straße 161-163;FalkenrotterStraße161-163;2;Falkenrotter Straße♥161-163;20;Falkenrotter Straße;161-163;49377;Vechta;;
Süd Apotheke ;Ewaldstraße 162;Ewaldstraße162;1;Ewaldstraße♥162;12;Ewaldstraße;162;45699;Herten;;
Förde-Apotheke ;Mürwiker Straße 162;MürwikerStraße162;2;Mürwiker Straße♥162;16;Mürwiker Straße;162;24944;Flensburg;;
Gartenstadt Apotheke ;Lesserstraße 162;Lesserstraße162;1;Lesserstraße♥162;13;Lesserstraße;162;22049;Hamburg;;
Elefanten Apotheke ;Hauptstraße 162;Hauptstraße162;1;Hauptstraße♥162;12;Hauptstraße;162;51465;Bergisch Gladbach;;
Röntgen Apotheke ;Langendorfer Straße 162;LangendorferStraße162;2;Langendorfer Straße♥162;20;Langendorfer Straße;162;56564;Neuwied;;
Ost Apotheke ;Osterholzer Heerstraße 162a;OsterholzerHeerstraße162a;2;Osterholzer Heerstraße♥162a;23;Osterholzer Heerstraße;162a;28325;Bremen;;
Steinbock-Apotheke ;Distelbeckhof 163;Distelbeckhof163;1;Distelbeckhof♥163;14;Distelbeckhof;163;45327;Essen;;
Altstadt Apotheke ;Wilhelmstraße 163;Wilhelmstraße163;1;Wilhelmstraße♥163;14;Wilhelmstraße;163;42489;Wülfrath;;
Engel Apotheke ;Cuxhavener Straße 163;CuxhavenerStraße163;2;Cuxhavener Straße♥163;18;Cuxhavener Straße;163;21614;Buxtehude;;
Arminius Apotheke ;Detmolder Straße 163;DetmolderStraße163;2;Detmolder Straße♥163;17;Detmolder Straße;163;33175;Bad Lippspringe;;
Schulzes Lohbach-Apotheke ;Benninghofer Straße 163;BenninghoferStraße163;2;Benninghofer Straße♥163;20;Benninghofer Straße;163;44269;Dortmund;;
easy Apotheke Siegen ;Sandstraße 163;Sandstraße163;1;Sandstraße♥163;11;Sandstraße;163;57072;Siegen;;
Park Apotheke ;Haupt Straße 163;HauptStraße163;2;Haupt Straße♥163;13;Haupt Straße;163;79576;Weil am Rhein;;
St.Sebastian Apotheke ;Schleißheimer Straße 163;SchleißheimerStraße163;2;Schleißheimer Straße♥163;21;Schleißheimer Straße;163;80797;München;;
DA VINCI Apotheke am Leipziger Platz ;Leipziger Straße 164;LeipzigerStraße164;2;Leipziger Straße♥164;17;Leipziger Straße;164;34123;Kassel;;
Fuchs Apotheke ;Kaiserstraße 164;Kaiserstraße164;1;Kaiserstraße♥164;13;Kaiserstraße;164;42477;Radevormwald;;
Bihlplatz Apotheke ;Böblinger Straße 164;BöblingerStraße164;2;Böblinger Straße♥164;17;Böblinger Straße;164;70199;Stuttgart;;
Rosen Apotheke ;Prenzlauer Chaussee 164;PrenzlauerChaussee164;2;Prenzlauer Chaussee♥164;20;Prenzlauer Chaussee;164;16348;Wandlitz;;
Wuhletal-Apotheke ;Cecilienstraße 164;Cecilienstraße164;1;Cecilienstraße♥164;15;Cecilienstraße;164;12683;Berlin;;
Medici Apotheke ;Lützner Straße 164;LütznerStraße164;2;Lützner Straße♥164;15;Lützner Straße;164;04179;Leipzig;;
Damian Apotheke ;Volkhovener Weg 164-166;VolkhovenerWeg164-166;2;Volkhovener Weg♥164-166;16;Volkhovener Weg;164-166;50767;Köln;;
Aktiv-Apotheke Bloherfelde ;Bloherfelder Straße 165;BloherfelderStraße165;2;Bloherfelder Straße♥165;20;Bloherfelder Straße;165;26129;Oldenburg;;
Kleeblatt Apotheke am Ostwall ;Ostwall 165;Ostwall165;1;Ostwall♥165;8;Ostwall;165;47798;Krefeld;;
Sommerburg-Apotheke Lohmanns Apotheken OHG;Sommerburgstraße 165;Sommerburgstraße165;1;Sommerburgstraße♥165;17;Sommerburgstraße;165;45149;Essen;;
Zollstock Apotheke ;Vorgebirgstraße 165;Vorgebirgstraße165;1;Vorgebirgstraße♥165;16;Vorgebirgstraße;165;50969;Köln;;
Carjell'S-Apotheke ;Mittelweg 165;Mittelweg165;1;Mittelweg♥165;10;Mittelweg;165;20148;Hamburg;;
Schwanen Apotheke ;Buschkampstraße 165;Buschkampstraße165;1;Buschkampstraße♥165;16;Buschkampstraße;165;33659;Bielefeld;;
Äskulap Apotheke ;Röttgen 165;Röttgen165;1;Röttgen♥165;8;Röttgen;165;42109;Wuppertal;;
Einhorn Apotheke ;Saargemünder Straße 165;SaargemünderStraße165;2;Saargemünder Straße♥165;20;Saargemünder Straße;165;66130;Saarbrücken;;
Fritz - Apotheke Herr Nayef Tamimi;Mariendorfer Damm 165;MariendorferDamm165;2;Mariendorfer Damm♥165;18;Mariendorfer Damm;165;12107;Berlin;;
Apotheke am Ziegelhof Spandau;Wilhelmstraße 165;Wilhelmstraße165;1;Wilhelmstraße♥165;14;Wilhelmstraße;165;13595;Berlin;;
Germania Apotheke ;Schönberger Straße 165-167;SchönbergerStraße165-167;2;Schönberger Straße♥165-167;19;Schönberger Straße;165-167;24148;Kiel;;
Polaris-Apotheke-Hasport  ;Hasporter Damm 166;HasporterDamm166;2;Hasporter Damm♥166;15;Hasporter Damm;166;27755;Delmenhorst;;
Altrhein-Apotheke ;Emmericher Straße 166;EmmericherStraße166;2;Emmericher Straße♥166;18;Emmericher Straße;166;47533;Kleve;;
Hirsch Apotheke ;Meerbuscher Straße 166;MeerbuscherStraße166;2;Meerbuscher Straße♥166;19;Meerbuscher Straße;166;40670;Meerbusch;;
Adler Apotheke ;Dürener Straße 166;DürenerStraße166;2;Dürener Straße♥166;15;Dürener Straße;166;50931;Köln;;
Markt Apotheke ;Höninger Weg 166;HöningerWeg166;2;Höninger Weg♥166;13;Höninger Weg;166;50969;Köln;;
Germania Apotheke ;Wolfhager Straße 166;WolfhagerStraße166;2;Wolfhager Straße♥166;17;Wolfhager Straße;166;34127;Kassel;;
City Apotheke ;Frankfurter Straße 166;FrankfurterStraße166;2;Frankfurter Straße♥166;19;Frankfurter Straße;166;63263;Neu-Isenburg;;
Saxonia-Apotheke ;Karl-Liebknecht-Straße 167;Karl-Liebknecht-Straße167;1;Karl-Liebknecht-Straße♥167;23;Karl-Liebknecht-Straße;167;04277;Leipzig;;
Weser-Ems Apotheke ;Donnerschweer Straße 168;DonnerschweerStraße168;2;Donnerschweer Straße♥168;21;Donnerschweer Straße;168;26123;Oldenburg;;
Hohenzollern Apotheke ;Polsumer Straße 168;PolsumerStraße168;2;Polsumer Straße♥168;16;Polsumer Straße;168;45896;Gelsenkirchen;;
Barbara Apotheke Suderwich;Sachsenstraße 168;Sachsenstraße168;1;Sachsenstraße♥168;14;Sachsenstraße;168;45665;Recklinghausen;;
West Apotheke ;Söflinger Straße 168;SöflingerStraße168;2;Söflinger Straße♥168;17;Söflinger Straße;168;89077;Ulm;;
Apotheke am Weißen See ;Berliner Allee 168;BerlinerAllee168;2;Berliner Allee♥168;15;Berliner Allee;168;13088;Berlin;;
Hohenzollern - Apotheke Neukölln;Karl-Marx-Straße 168;Karl-Marx-Straße168;1;Karl-Marx-Straße♥168;17;Karl-Marx-Straße;168;12043;Berlin;;
Apotheke im Kempener Feld ;Kempener Allee 168-170;KempenerAllee168-170;2;Kempener Allee♥168-170;15;Kempener Allee;168-170;47803;Krefeld;;
Römer Apotheke  ;Köln-Aachener-Straße 168-170;Köln-Aachener-Straße168-170;1;Köln-Aachener-Straße♥168-170;21;Köln-Aachener-Straße;168-170;50127;Bergheim;;
Ida-Apotheke ;Hauptstraße 169;Hauptstraße169;1;Hauptstraße♥169;12;Hauptstraße;169;26842;Ostrhauderfehn;;
Behring Apotheke Kinderhaus;Grevener Straße 169;GrevenerStraße169;2;Grevener Straße♥169;16;Grevener Straße;169;48159;Münster;;
Marien Apotheke Porz;Bergerstraße 169;Bergerstraße169;1;Bergerstraße♥169;13;Bergerstraße;169;51145;Köln;;
Johannis-Apotheke ;Engersche Straße 169;EngerscheStraße169;2;Engersche Straße♥169;17;Engersche Straße;169;33611;Bielefeld;;
Neue Apotheke Bruchmühlen ;Kliverstraße 169;Kliverstraße169;1;Kliverstraße♥169;13;Kliverstraße;169;32289;Rödinghausen;;
Süd Apotheke ;Mundenheimer Straße 169;MundenheimerStraße169;2;Mundenheimer Straße♥169;20;Mundenheimer Straße;169;67061;Ludwigshafen a. Rhein ;;
Marien Apotheke Oehrle Apotheken OHG;Hauptstraße 169;Hauptstraße169;1;Hauptstraße♥169;12;Hauptstraße;169;78549;Spaichingen;;
Apotheke Am Kurgarten ;Hauptstraße 169;Hauptstraße169;1;Hauptstraße♥169;12;Hauptstraße;169;77736;Zell am Harmersbach;;
Hessen Apotheke  Im Gallusviertel;Frankenallee 169-171;Frankenallee169-171;1;Frankenallee♥169-171;13;Frankenallee;169-171;60326;Frankfurt am Main;;
Ahorn Apotheke ;Aufderhöher Straße 169a;AufderhöherStraße169a;2;Aufderhöher Straße♥169a;19;Aufderhöher Straße;169a;42699;Solingen;;
Bredenbecker Apotheke ;Wennigser Straße 16a;WennigserStraße16a;2;Wennigser Straße♥16a;17;Wennigser Straße;16a;30974;Wennigsen (Deister);;
Kilian Apotheke ;Arolser Landstraße 16a;ArolserLandstraße16a;2;Arolser Landstraße♥16a;19;Arolser Landstraße;16a;34497;Korbach;;
Apotheke am Bahnhof ;Bahnhofstraße 16a;Bahnhofstraße16a;1;Bahnhofstraße♥16a;14;Bahnhofstraße;16a;36251;Bad Hersfeld;;
Pfalz-Apotheke ;Burgfriedenstraße 16a;Burgfriedenstraße16a;1;Burgfriedenstraße♥16a;18;Burgfriedenstraße;16a;65594;Runkel/Dehrn;;
St.Barbara Apotheke ;Ludweiler Straße 16a;LudweilerStraße16a;2;Ludweiler Straße♥16a;17;Ludweiler Straße;16a;66352;Großrosseln;;
Kur Apotheke ;Dobbiner Chaussee 16A;DobbinerChaussee16A;2;Dobbiner Chaussee♥16A;18;Dobbiner Chaussee;16A;18292;Krakow;;
Rosen-Apotheke ;Straße des Friedens 16A;StraßedesFriedens16A;3;Straße des Friedens♥16A;20;Straße des Friedens;16A;08352;Raschau-Markersbach;;
Apotheke an der Alten Schmiede  ;Bramsche Straße 16b;BramscheStraße16b;2;Bramsche Straße♥16b;16;Bramsche Straße;16b;49811;Lingen ;;
Helena Apotheke ;Elbinger Straße 16b;ElbingerStraße16b;2;Elbinger Straße♥16b;16;Elbinger Straße;16b;76139;Karlsruhe;;
Alte Apotheke ;Weserstrandstraße 17;Weserstrandstraße17;1;Weserstrandstraße♥17;18;Weserstrandstraße;17;28779;Bremen;;
Rosen Apotheke ;Leeraner Straße 17;LeeranerStraße17;2;Leeraner Straße♥17;16;Leeraner Straße;17;26835;Hesel;;
Michaelis Apotheke ;Splitting Rechts 17;SplittingRechts17;2;Splitting Rechts♥17;17;Splitting Rechts;17;26871;Papenburg;;
Sonnen Apotheke OHG ;Eichenstraße 17;Eichenstraße17;1;Eichenstraße♥17;13;Eichenstraße;17;26131;Oldenburg;;
Diabetikerbedarf db GmbH Pharmagroßhandel;Oldenburger Straße 17;OldenburgerStraße17;2;Oldenburger Straße♥17;19;Oldenburger Straße;17;48429;Rheine;;
Mühlen Apotheke ;Burgstraße 17;Burgstraße17;1;Burgstraße♥17;11;Burgstraße;17;27243;Harpstedt;;
St. Marien-Apotheke ;Kirchstraße 17;Kirchstraße17;1;Kirchstraße♥17;12;Kirchstraße;17;49509;Recke;;
Markt Apotheke ;Markt 17;Markt17;1;Markt♥17;6;Markt;17;47445;Moers;;
Engel Apotheke ;Kirchstraße 17;Kirchstraße17;1;Kirchstraße♥17;12;Kirchstraße;17;46354;Südlohn;;
Markt-Apotheke ;Wulfener Markt 17;WulfenerMarkt17;2;Wulfener Markt♥17;15;Wulfener Markt;17;46286;Dorsten;;
Gilden Apotheke ;Gildenstraße 17;Gildenstraße17;1;Gildenstraße♥17;13;Gildenstraße;17;46117;Oberhausen;;
Weiden Apotheke ;Nordbrockerstraße 17;Nordbrockerstraße17;1;Nordbrockerstraße♥17;18;Nordbrockerstraße;17;46499;Hamminkeln;;
Glocken Apotheke ;Kantstraße 17;Kantstraße17;1;Kantstraße♥17;11;Kantstraße;17;46145;Oberhausen;;
Burg  Apotheke ;Windmühlenstraße 17;Windmühlenstraße17;1;Windmühlenstraße♥17;17;Windmühlenstraße;17;48691;Vreden;;
Aesculap Apotheke ;Lipper Weg 17;LipperWeg17;2;Lipper Weg♥17;11;Lipper Weg;17;45770;Marl;;
Dom Apotheke  Dr. Klaus Peterseim & Tobias Gocke OHG;Kettwiger Straße 17;KettwigerStraße17;2;Kettwiger Straße♥17;17;Kettwiger Straße;17;45127;Essen;;
Paracelsus-Apotheke ;Fersenbruch 17;Fersenbruch17;1;Fersenbruch♥17;12;Fersenbruch;17;45883;Gelsenkirchen;;
Ludgerus Apotheke ;Münsterstraße 17;Münsterstraße17;1;Münsterstraße♥17;14;Münsterstraße;17;48341;Altenberge;;
St. Urban Apotheke Ottmarsbocholt;Kirchstraße 17;Kirchstraße17;1;Kirchstraße♥17;12;Kirchstraße;17;48308;Senden;;
St. Johannes-Apotheke ;Espelstraße 17;Espelstraße17;1;Espelstraße♥17;12;Espelstraße;17;48308;Senden;;
Josef-Apotheke ;Emsdettener Straße 17;EmsdettenerStraße17;2;Emsdettener Straße♥17;19;Emsdettener Straße;17;48268;Greven;;
Süd-Apotheke Huckingen;Mündelheimer Straße 17;MündelheimerStraße17;2;Mündelheimer Straße♥17;20;Mündelheimer Straße;17;47259;Duisburg;;
Regenbogen Apotheke ;Hauptstraße 17;Hauptstraße17;1;Hauptstraße♥17;12;Hauptstraße;17;47809;Krefeld;;
Eichenkreuz-Apotheke Holthausen;Itterstraße 17;Itterstraße17;1;Itterstraße♥17;12;Itterstraße;17;40589;Düsseldorf;;
Apotheke Kempken Nowodworski-Bade-Apotheken-OHG ;Altenbrückstraße 17;Altenbrückstraße17;1;Altenbrückstraße♥17;17;Altenbrückstraße;17;40599;Düsseldorf;;
DocMorris Apotheke Köln-Mühlheim;Frankfurter Straße 17;FrankfurterStraße17;2;Frankfurter Straße♥17;19;Frankfurter Straße;17;51065;Köln;;
Apotheke In Stieldorf ;Ölinghovenerstraße 17;Ölinghovenerstraße17;1;Ölinghovenerstraße♥17;19;Ölinghovenerstraße;17;53639;Königswinter;;
Colonia Apotheke ;Ubierring 17;Ubierring17;1;Ubierring♥17;10;Ubierring;17;50678;Köln;;
Albertus-Magnus Apotheke ;Salierring 17;Salierring17;1;Salierring♥17;11;Salierring;17;50677;Köln;;
Apotheke Friesenplatz 17 ;Friesenplatz 17;Friesenplatz17;1;Friesenplatz♥17;13;Friesenplatz;17;50672;Köln;;
Bahnhof Apotheke ;Aachener Straße 17;AachenerStraße17;2;Aachener Straße♥17;16;Aachener Straße;17;53359;Rheinbach;;
Kilian-Apotheke Lechenich;Bonner Straße 17;BonnerStraße17;2;Bonner Straße♥17;14;Bonner Straße;17;50374;Erftstadt;;
Struwwelpeter-Apotheke ;Kölner Straße 17;KölnerStraße17;2;Kölner Straße♥17;14;Kölner Straße;17;50171;Kerpen;;
Apotheke am Kreiskrankenhaus ;Stiftsweg 17;Stiftsweg17;1;Stiftsweg♥17;10;Stiftsweg;17;53894;Mechernich;;
Markt Apotheke ;Markt 17;Markt17;1;Markt♥17;6;Markt;17;23611;Bad Schwartau;;
Insel Apotheke ;Friedrichstraße 17;Friedrichstraße17;1;Friedrichstraße♥17;16;Friedrichstraße;17;25980;Westerland;;
Friesen Apotheke ;Kronshagener Weg 17;KronshagenerWeg17;2;Kronshagener Weg♥17;17;Kronshagener Weg;17;24114;Kiel;;
Schimmelreiter Apotheke ;Im Kloster 17;ImKloster17;2;Im Kloster♥17;11;Im Kloster;17;25557;Hanerau-Hademarschen;;
Apotheke  Am Rathaus ;Dorfstraße 17;Dorfstraße17;1;Dorfstraße♥17;11;Dorfstraße;17;24226;Heikendorf;;
Alster Apotheke ;Ratsmühlendamm 17;Ratsmühlendamm17;1;Ratsmühlendamm♥17;15;Ratsmühlendamm;17;22335;Hamburg;;
i-Plus Apotheke  ;Eichenlohweg 17;Eichenlohweg17;1;Eichenlohweg♥17;13;Eichenlohweg;17;22309;Hamburg;;
Pongs-Apotheke ;Schweriner Straße 17;SchwerinerStraße17;2;Schweriner Straße♥17;18;Schweriner Straße;17;22143;Hamburg;;
Kloster Apotheke ;Stader Straße 17;StaderStraße17;2;Stader Straße♥17;14;Stader Straße;17;21614;Buxtehude;;
Maximilian-Apotheke ;Markt 17;Markt17;1;Markt♥17;6;Markt;17;21509;Glinde;;
Findorff Apotheke ;Speckmannstraße 17;Speckmannstraße17;1;Speckmannstraße♥17;16;Speckmannstraße;17;28879;Grasberg;;
Alte Apotheke Dahlenburg ;Dannenberger Straße 17;DannenbergerStraße17;2;Dannenberger Straße♥17;20;Dannenberger Straße;17;21368;Dahlenburg;;
Apotheke am Preussenmuseum ;Simeonsplatz 17;Simeonsplatz17;1;Simeonsplatz♥17;13;Simeonsplatz;17;32423;Minden;;
Hölty Apotheke ;Hildesheimer Straße 17;HildesheimerStraße17;2;Hildesheimer Straße♥17;20;Hildesheimer Straße;17;30169;Hannover;;
Greif Apotheke ;Berckhusenstraße 17;Berckhusenstraße17;1;Berckhusenstraße♥17;17;Berckhusenstraße;17;30625;Hannover;;
Andrea Apotheke ;Limmerstraße 17;Limmerstraße17;1;Limmerstraße♥17;13;Limmerstraße;17;30451;Hannover;;
Hochhaus Apotheke ;Mitthoffstraße 17;Mitthoffstraße17;1;Mitthoffstraße♥17;15;Mitthoffstraße;17;31552;Rodenberg;;
Krönig'sche Apotheke ;Berliner Straße 17;BerlinerStraße17;2;Berliner Straße♥17;16;Berliner Straße;17;33330;Gütersloh;;
Apotheke an der Post ;Bismarckstraße 17;Bismarckstraße17;1;Bismarckstraße♥17;15;Bismarckstraße;17;32756;Detmold;;
Sonnen Apotheke  ;Hauptstraße 17;Hauptstraße17;1;Hauptstraße♥17;12;Hauptstraße;17;33378;Rheda-Wiedenbrück;;
Neue Apotheke ;Am Hellweg 17;AmHellweg17;2;Am Hellweg♥17;11;Am Hellweg;17;33014;Bad Driburg;;
Adler Apotheke ;Münsterstraße 17;Münsterstraße17;1;Münsterstraße♥17;14;Münsterstraße;17;49219;Glandorf;;
easy Apotheke am Laagberg ;Schlesierweg 17;Schlesierweg17;1;Schlesierweg♥17;13;Schlesierweg;17;38440;Wolfsburg;;
Apotheke Im Saaletal ;Heerstraße 17;Heerstraße17;1;Heerstraße♥17;11;Heerstraße;17;31020;Salzhemmendorf;;
Linden Apotheke ;Oebisfelder Straße 17;OebisfelderStraße17;2;Oebisfelder Straße♥17;19;Oebisfelder Straße;17;38458;Velpke;;
Schloss Apotheke ;Wipperstraße 17;Wipperstraße17;1;Wipperstraße♥17;13;Wipperstraße;17;38448;Wolfsburg;;
Einhorn Apotheke ;Zingel 17;Zingel17;1;Zingel♥17;7;Zingel;17;31134;Hildesheim;;
Rats Apotheke ;Bahnhofstraße 17;Bahnhofstraße17;1;Bahnhofstraße♥17;14;Bahnhofstraße;17;31275;Lehrte;;
St. Georg-Apotheke OHG  ;Landecker Straße 17;LandeckerStraße17;2;Landecker Straße♥17;17;Landecker Straße;17;36277;Schenklengsfeld;;
